file_path,emotion,transcript,label,prosody_text
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_tell_angry.wav,angry,tell,0,"The speaker has quiet and soft voice, with highly variable loudness, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_thin_angry.wav,angry,thin,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_third_angry.wav,angry,third,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_thought_angry.wav,angry,thought,0,"The speaker has quiet and soft voice, with highly variable loudness, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_thumb_angry.wav,angry,thumb,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_time_angry.wav,angry,time,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_tip_angry.wav,angry,tip,0,"The speaker has quiet and soft voice, with highly variable loudness, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_tire_angry.wav,angry,tire,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_ton_angry.wav,angry,ton,0,"The speaker has quiet and soft voice, with highly variable loudness, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_tool_angry.wav,angry,tool,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_tough_angry.wav,angry,tough,0,"The speaker has quiet and soft voice, with highly variable loudness, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_turn_angry.wav,angry,turn,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_vine_angry.wav,angry,vine,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_voice_angry.wav,angry,voice,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_void_angry.wav,angry,void,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_vote_angry.wav,angry,vote,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_wag_angry.wav,angry,wag,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_walk_angry.wav,angry,walk,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_wash_angry.wav,angry,wash,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_week_angry.wav,angry,week,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_wheat_angry.wav,angry,wheat,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_when_angry.wav,angry,when,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_which_angry.wav,angry,which,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_whip_angry.wav,angry,whip,0,"The speaker has quiet and soft voice, with highly variable loudness, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_white_angry.wav,angry,white,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_wife_angry.wav,angry,wife,0,"The speaker has quiet and soft voice, with highly variable loudness, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_wire_angry.wav,angry,wire,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_witch_angry.wav,angry,witch,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_yearn_angry.wav,angry,yearn,0,"The speaker has quiet and soft voice, with highly variable loudness, high pitched tone, wide pitch variation, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_yes_angry.wav,angry,yes,0,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_young_angry.wav,angry,young,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_angry/YAF_youth_angry.wav,angry,youth,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_back_disgust.wav,disgust,back,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bar_disgust.wav,disgust,bar,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_base_disgust.wav,disgust,base,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bath_disgust.wav,disgust,bath,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bean_disgust.wav,disgust,bean,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_beg_disgust.wav,disgust,beg,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bite_disgust.wav,disgust,bite,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_boat_disgust.wav,disgust,boat,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bone_disgust.wav,disgust,bone,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_book_disgust.wav,disgust,book,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bought_disgust.wav,disgust,bought,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_burn_disgust.wav,disgust,burn,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cab_disgust.wav,disgust,cab,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_calm_disgust.wav,disgust,calm,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_came_disgust.wav,disgust,came,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cause_disgust.wav,disgust,cause,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chain_disgust.wav,disgust,chain,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, highly voiced speech, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chair_disgust.wav,disgust,chair,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chalk_disgust.wav,disgust,chalk,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chat_disgust.wav,disgust,chat,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_check_disgust.wav,disgust,check,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cheek_disgust.wav,disgust,cheek,1,"The speaker has quiet and soft voice, low pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chief_disgust.wav,disgust,chief,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_choice_disgust.wav,disgust,choice,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cool_disgust.wav,disgust,cool,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dab_disgust.wav,disgust,dab,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_date_disgust.wav,disgust,date,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dead_disgust.wav,disgust,dead,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_death_disgust.wav,disgust,death,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_deep_disgust.wav,disgust,deep,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dime_disgust.wav,disgust,dime,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dip_disgust.wav,disgust,dip,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_ditch_disgust.wav,disgust,ditch,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dodge_disgust.wav,disgust,dodge,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_dog_disgust.wav,disgust,dog,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_doll_disgust.wav,disgust,doll,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_door_disgust.wav,disgust,door,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_fail_disgust.wav,disgust,fail,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_fall_disgust.wav,disgust,fall,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_far_disgust.wav,disgust,far,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_fat_disgust.wav,disgust,fat,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_fit_disgust.wav,disgust,fit,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_five_disgust.wav,disgust,five,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_food_disgust.wav,disgust,food,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_gap_disgust.wav,disgust,gap,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_gas_disgust.wav,disgust,gas,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_gaze_disgust.wav,disgust,gaze,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_germ_disgust.wav,disgust,germ,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_get_disgust.wav,disgust,get,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_gin_disgust.wav,disgust,gin,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_goal_disgust.wav,disgust,goal,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_good_disgust.wav,disgust,good,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_goose_disgust.wav,disgust,goose,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_gun_disgust.wav,disgust,gun,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_half_disgust.wav,disgust,half,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hall_disgust.wav,disgust,hall,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hash_disgust.wav,disgust,hash,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hate_disgust.wav,disgust,hate,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_have_disgust.wav,disgust,have,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_haze_disgust.wav,disgust,haze,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hire_disgust.wav,disgust,hire,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hit_disgust.wav,disgust,hit,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hole_disgust.wav,disgust,hole,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_home_disgust.wav,disgust,home,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hurl_disgust.wav,disgust,hurl,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_hush_disgust.wav,disgust,hush,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_jail_disgust.wav,disgust,jail,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_jar_disgust.wav,disgust,jar,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_join_disgust.wav,disgust,join,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, highly voiced speech, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_judge_disgust.wav,disgust,judge,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_jug_disgust.wav,disgust,jug,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_juice_disgust.wav,disgust,juice,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_keen_disgust.wav,disgust,keen,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_keep_disgust.wav,disgust,keep,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_keg_disgust.wav,disgust,keg,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_kick_disgust.wav,disgust,kick,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_kill_disgust.wav,disgust,kill,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_king_disgust.wav,disgust,king,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_kite_disgust.wav,disgust,kite,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_knock_disgust.wav,disgust,knock,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_late_disgust.wav,disgust,late,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_laud_disgust.wav,disgust,laud,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lean_disgust.wav,disgust,lean,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_learn_disgust.wav,disgust,learn,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lease_disgust.wav,disgust,lease,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, highly voiced speech, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lid_disgust.wav,disgust,lid,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_life_disgust.wav,disgust,life,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_limb_disgust.wav,disgust,limb,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_live_disgust.wav,disgust,live,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_loaf_disgust.wav,disgust,loaf,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_long_disgust.wav,disgust,long,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lore_disgust.wav,disgust,lore,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lose_disgust.wav,disgust,lose,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, highly voiced speech, fast speaking rate."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lot_disgust.wav,disgust,lot,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_love_disgust.wav,disgust,love,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/YAF_disgust/YAF_luck_disgust.wav,disgust,luck,1,"The speaker has quiet and soft voice, medium pitched tone, wide pitch variation, unstable fluctuating pitch, fast speaking rate, noisy rough voice quality."
